"species","latitude","longitude","date_obs","source"
"Impatiens noli-tangere",46.7036,7.60208,2023-07-27,"gbif"
"Impatiens noli-tangere",46.61337,7.14492,2023-07-17,"gbif"
"Impatiens noli-tangere",47.23467,8.85834,2023-07-27,"gbif"
"Impatiens noli-tangere",47.32821,8.53006,2023-07-24,"gbif"
"Impatiens noli-tangere",46.87851,8.52093,2023-07-27,"gbif"
"Impatiens noli-tangere",46.96642,8.71983,2023-07-28,"gbif"
"Impatiens noli-tangere",46.56855,7.21038,2023-07-27,"gbif"
"Impatiens noli-tangere",46.70367,7.53671,2023-07-27,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2023-07-28,"gbif"
"Impatiens noli-tangere",46.7003,8.32122,2023-07-23,"gbif"
"Impatiens noli-tangere",46.65666,6.75274,2023-07-31,"gbif"
"Impatiens noli-tangere",46.78653,8.71555,2023-07-31,"gbif"
"Impatiens noli-tangere",46.52132,6.6893,2023-07-27,"gbif"
"Impatiens noli-tangere",47.04711,9.37988,2023-07-23,"gbif"
"Impatiens noli-tangere",46.65626,8.18985,2023-07-25,"gbif"
"Impatiens noli-tangere",47.41932,8.3994,2023-07-24,"gbif"
"Impatiens noli-tangere",47.025515,7.408324,2023-07-30,"gbif"
"Impatiens noli-tangere",47.166461,7.446725,2023-07-31,"gbif"
"Impatiens noli-tangere",47.50674,8.66647,2023-07-02,"gbif"
"Impatiens noli-tangere",46.16397,7.40628,2023-07-14,"gbif"
"Impatiens noli-tangere",46.20895,7.40625,2023-07-14,"gbif"
"Impatiens noli-tangere",46.20895,7.40625,2023-07-13,"gbif"
"Impatiens noli-tangere",46.919922,7.407092,2023-08-02,"gbif"
"Impatiens noli-tangere",46.941739,8.995322,2023-08-10,"gbif"
"Impatiens noli-tangere",46.165681,6.865967,2023-08-08,"gbif"
"Impatiens noli-tangere",46.748676,7.746777,2023-08-12,"gbif"
"Impatiens noli-tangere",47.4225587451,8.4561024607,2025-08-16,"inat"
"Impatiens noli-tangere",46.4276563222,6.9609897278,2024-08-12,"inat"
"Impatiens noli-tangere",47.3491973489,8.5143072039,2021-09-23,"inat"
"Impatiens noli-tangere",47.0308056031,8.311854606,2025-10-04,"inat"
"Impatiens noli-tangere",47.2918702096,8.6723877205,2025-08-26,"inat"
"Impatiens noli-tangere",47.0304545901,8.311425465,2025-09-15,"inat"
"Impatiens noli-tangere",47.031096269,8.3112001466,2025-09-13,"inat"
"Impatiens noli-tangere",47.0310816411,8.3107280748,2025-09-13,"inat"
"Impatiens noli-tangere",46.7787157,7.17267791,2025-09-13,"inat"
"Impatiens noli-tangere",47.4078598022,8.964931488,2025-09-07,"inat"
"Impatiens noli-tangere",47.4650333333,9.1673916667,2025-09-06,"inat"
"Impatiens noli-tangere",47.52293396,7.5313982964,2025-08-22,"inat"
"Impatiens noli-tangere",47.07679719,8.93646601,2025-08-17,"inat"
"Impatiens noli-tangere",46.6868128708,9.4119341299,2025-08-11,"inat"
"Impatiens noli-tangere",46.4645393,7.12163758,2025-08-07,"inat"
"Impatiens noli-tangere",47.1508111522,8.241062378,2022-09-30,"inat"
"Impatiens noli-tangere",46.6124461656,6.7017053385,2025-07-22,"inat"
"Impatiens noli-tangere",47.0411658056,8.2558305833,2025-07-16,"inat"
"Impatiens noli-tangere",47.000356442,6.8818339745,2025-07-15,"inat"
"Impatiens noli-tangere",46.752955,7.7195383333,2025-07-12,"inat"
"Impatiens noli-tangere",46.8170184022,7.3438175395,2025-07-07,"inat"
"Impatiens noli-tangere",47.6218322783,8.8804571948,2025-06-12,"inat"
"Impatiens noli-tangere",46.9224861,7.4476583333,2024-08-25,"inat"
"Impatiens noli-tangere",47.52883328,7.62902416,2024-09-06,"inat"
"Impatiens noli-tangere",47.1499165548,8.6591936702,2024-08-23,"inat"
"Impatiens noli-tangere",46.4862533333,7.552505,2024-08-21,"inat"
"Impatiens noli-tangere",47.1592319422,7.0070012165,2024-08-05,"inat"
"Impatiens noli-tangere",46.675003,7.4706035833,2024-08-04,"inat"
"Impatiens noli-tangere",47.29985,8.6638333333,2024-08-05,"inat"
"Impatiens noli-tangere",47.447845459,8.8631811142,2024-08-05,"inat"
"Impatiens noli-tangere",47.0187945,8.9658866667,2024-07-30,"inat"
"Impatiens noli-tangere",46.99043201,8.65445597,2024-07-25,"inat"
"Impatiens noli-tangere",47.42301879,8.4724474,2024-07-23,"inat"
"Impatiens noli-tangere",47.1602498376,8.7443842328,2024-07-15,"inat"
"Impatiens noli-tangere",46.9185972222,9.0229888889,2024-07-04,"inat"
"Impatiens noli-tangere",47.1474138333,9.4704033333,2024-07-15,"inat"
"Impatiens noli-tangere",46.5701919505,6.7434741184,2024-07-15,"inat"
"Impatiens noli-tangere",47.4470594,8.1213601,2024-07-14,"inat"
"Impatiens noli-tangere",46.5211111111,8.9127777778,2024-07-14,"inat"
"Impatiens noli-tangere",47.2054901405,7.4418196775,2023-07-30,"inat"
"Impatiens noli-tangere",46.7699989757,8.753333129,2023-09-02,"inat"
"Impatiens noli-tangere",46.1656805556,6.8659666667,2023-08-08,"inat"
"Impatiens noli-tangere",46.7486756462,7.7467770261,2023-08-12,"inat"
"Impatiens noli-tangere",46.784694635,6.7447012967,2023-08-11,"inat"
"Impatiens noli-tangere",46.9417388889,8.9953222222,2023-08-10,"inat"
"Impatiens noli-tangere",46.8294165821,7.69177448,2023-07-14,"inat"
"Impatiens noli-tangere",46.919921875,7.4070920944,2023-08-02,"inat"
"Impatiens noli-tangere",47.0175776389,6.8358470278,2023-07-30,"inat"
"Impatiens noli-tangere",46.3046569824,9.1184263229,2023-07-30,"inat"
"Impatiens noli-tangere",46.3584899902,8.7932720184,2023-07-15,"inat"
"Impatiens noli-tangere",46.813107888,7.7257557745,2022-07-14,"inat"
"Impatiens noli-tangere",47.1265530151,6.9477957162,2020-07-12,"inat"
"Impatiens noli-tangere",47.452275,8.4908111111,2022-09-02,"inat"
"Impatiens noli-tangere",47.2560152326,8.4661378712,2022-09-03,"inat"
"Impatiens noli-tangere",46.4698947728,7.1530563396,2022-08-05,"inat"
"Impatiens noli-tangere",47.4640033333,9.5289533333,2022-08-26,"inat"
"Impatiens noli-tangere",47.243417,8.4469203997,2022-08-17,"inat"
"Impatiens noli-tangere",47.61928502,8.8932303601,2022-08-06,"inat"
"Impatiens noli-tangere",46.6050376464,10.4218598362,2022-08-16,"inat"
"Impatiens noli-tangere",47.201675,9.3118083333,2022-08-09,"inat"
"Impatiens noli-tangere",46.558889,6.6931039722,2022-07-13,"inat"
"Impatiens noli-tangere",46.2381384708,8.517851363,2022-07-18,"inat"
"Impatiens noli-tangere",47.0068445764,7.9517593687,2022-07-14,"inat"
"Impatiens noli-tangere",47.0787024,8.0988915,2022-07-14,"inat"
"Impatiens noli-tangere",46.9011004657,6.9458205494,2022-07-13,"inat"
"Impatiens noli-tangere",47.400309763,8.5614116862,2022-06-30,"inat"
"Impatiens noli-tangere",46.5564666667,7.9003777778,2022-06-24,"inat"
"Impatiens noli-tangere",47.3789919722,8.817249,2022-05-26,"inat"
"Impatiens noli-tangere",47.400364,7.587453,2021-07-28,"inat"
"Impatiens noli-tangere",47.3881536554,8.5142197375,2021-10-29,"inat"
"Impatiens noli-tangere",47.0298841639,8.3114254596,2021-09-25,"inat"
"Impatiens noli-tangere",47.3911961,8.2513506997,2021-09-01,"inat"
"Impatiens noli-tangere",47.430582231,7.7333647749,2021-09-16,"inat"
"Impatiens noli-tangere",47.0286555701,8.3105671049,2021-09-13,"inat"
"Impatiens noli-tangere",47.1606,8.74653,2021-09-07,"inat"
"Impatiens noli-tangere",47.4170194444,9.4119777778,2021-09-04,"inat"
"Impatiens noli-tangere",46.9450561112,8.5052323267,2021-09-02,"inat"
"Impatiens noli-tangere",47.0394444444,9.0319444444,2021-09-01,"inat"
"Impatiens noli-tangere",47.4446805956,8.7499109074,2021-08-31,"inat"
"Impatiens noli-tangere",46.8008194444,7.7790055556,2021-08-30,"inat"
"Impatiens noli-tangere",46.8696154659,7.3584847223,2021-08-30,"inat"
"Impatiens noli-tangere",47.4469733871,8.1211609393,2021-08-29,"inat"
"Impatiens noli-tangere",46.682596,9.450688,2021-08-29,"inat"
"Impatiens noli-tangere",47.2083115782,8.6722559854,2021-08-29,"inat"
"Impatiens noli-tangere",46.9705528985,7.2549588241,2021-08-28,"inat"
"Impatiens noli-tangere",46.9152946766,7.3876616352,2021-08-28,"inat"
